TaskNumber,Summary,Priority,RaisedByID,AssignedToID,AuthorisedByID,StatusCode,ProjectCode,ProjectBreakdownCode,Category,SubCategory,HoursEstimate,HoursActual,DeveloperID,DeveloperHoursActual,TaskPerformance,DeveloperPerformance
9625,Setting up DEMO system for CCC and CCC,3,58,42,58,FINISHED,PC4,PBC33,Development,Release,14,33.75,26,1,-19.75,NA
9625,Setting up DEMO system for CCC and CCC,3,58,42,58,FINISHED,PC4,PBC33,Development,Release,14,33.75,42,12.25,-19.75,1.75
9625,Setting up DEMO system for CCC and CCC,3,58,42,58,FINISHED,PC4,PBC33,Development,Release,14,33.75,54,3.5,-19.75,NA
9625,Setting up DEMO system for CCC and CCC,3,58,42,58,FINISHED,PC4,PBC33,Development,Release,14,33.75,65,1,-19.75,NA
9627,User Support: XXXX RI Quota Share Period Close Check Failing,1,13,13,NA,COMPLETED,PC2,PBC53,Development,Bug,2,1.5,13,1.5,0.5,0.5
9631,Ledger/Accounting Super Searches (x3),1,58,26,58,FINISHED,PC4,PBC69,Development,Enhancement,10,17.75,26,16.5,-7.75,-6.5
9631,Ledger/Accounting Super Searches (x3),1,58,26,58,FINISHED,PC4,PBC69,Development,Enhancement,10,17.75,58,0.75,-7.75,NA
9631,Ledger/Accounting Super Searches (x3),1,58,26,58,FINISHED,PC4,PBC69,Development,Enhancement,10,17.75,65,0.5,-7.75,NA
9633,Create a Payment Expected Hybrid Search and Entry Screen (DSIGN),1,58,65,58,FINISHED,PC4,PBC69,Development,Enhancement,70,72.5,13,1.25,-2.5,NA
9633,Create a Payment Expected Hybrid Search and Entry Screen (DSIGN),1,58,65,58,FINISHED,PC4,PBC69,Development,Enhancement,70,72.5,54,20.5,-2.5,NA
9633,Create a Payment Expected Hybrid Search and Entry Screen (DSIGN),1,58,65,58,FINISHED,PC4,PBC69,Development,Enhancement,70,72.5,58,2.75,-2.5,NA
9633,Create a Payment Expected Hybrid Search and Entry Screen (DSIGN),1,58,65,58,FINISHED,PC4,PBC69,Development,Enhancement,70,72.5,65,48,-2.5,22
9634,Create a Payment Actual Hybrid Search and Entry Screen (WSETT),1,58,65,58,FINISHED,PC4,PBC69,Development,Enhancement,49,45.83,13,1.83,3.17,NA
9634,Create a Payment Actual Hybrid Search and Entry Screen (WSETT),1,58,65,58,FINISHED,PC4,PBC69,Development,Enhancement,49,45.83,58,0.75,3.17,NA
9634,Create a Payment Actual Hybrid Search and Entry Screen (WSETT),1,58,65,58,FINISHED,PC4,PBC69,Development,Enhancement,49,45.83,65,43.25,3.17,5.75
9636,Add Treaty Information To The Payment Expected Business Object,1,58,65,58,FINISHED,PC4,PBC69,Development,Enhancement,70,8.25,65,8.25,61.75,61.75
9645,Market Level Claim System - Design Structures / Search and Entry Screens,2,58,26,58,FINISHED,PC4,PBC37,Development,Enhancement,70,77.5,26,77,-7.5,-7
9645,Market Level Claim System - Design Structures / Search and Entry Screens,2,58,26,58,FINISHED,PC4,PBC37,Development,Enhancement,70,77.5,65,0.5,-7.5,NA
9649,Update Demo Laptop for CCC,3,42,42,58,FINISHED,PC4,PBC28,Development,Release,7,7.5,42,7.5,-0.5,-0.5
9651,Create New (Add New User Script) for SQL2005 (CCC Demo Database),1,46,24,58,FINISHED,PC4,PBC8,Development,Enhancement,2.5,2.5,24,2.5,0,0
9652,Check-in CCC Code To SourceSafe/Database Changes To Dev,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,1,1,13,1,0,0
9654,CCC Demo System Release For CCC,1,46,13,58,FINISHED,PC4,PBC8,Development,Release,10,8.5,13,8.5,1.5,1.5
9656,Negotiate test messages with Xchanging + resulting minor updates,1,26,26,58,FINISHED,PC4,PBC50,Development,Testing,7,4.5,26,4.5,2.5,2.5
9658,Check-in CCC Code To SourceSafe,1,42,13,58,FINISHED,PC4,PBC8,Development,Release,2,2,13,2,0,0
9662,Check-in CCC Code To SourceSafe/Database Merge,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,7,10,13,5,-3,2
9662,Check-in CCC Code To SourceSafe/Database Merge,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,7,10,54,1.5,-3,NA
9662,Check-in CCC Code To SourceSafe/Database Merge,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,7,10,65,3.5,-3,NA
9663,Document system - validating input,3,42,42,58,COMPLETED,PC9,PBC6,Development,Enhancement,7,5,42,5,2,2
9664,System Testing - getting and testing new version from Visual SourceSafe,3,58,42,58,FINISHED,PC4,PBC28,Development,Testing,7,1.25,42,1.25,5.75,5.75
9665,Cred-IT Export,1,58,58,58,FINISHED,PC4,PBC69,Development,Enhancement,21,28.72,58,28.72,-7.72,-7.72
9667,Adding New Payments Tab to Risk to show DSIGN and WSETT,3,58,42,58,FINISHED,PC4,PBC28,Development,Enhancement,5,6,42,6,-1,-1
9670,Grids painting slowly when number of columns large,1,58,26,58,FINISHED,PC9,PBC7,Development,Bug,3,1.5,26,1.5,1.5,1.5
9671,Release SCMS Application To Live -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,4,13,4,3,3
9672,Release SCMS Warehouse To Live -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,0.25,13,0.25,6.75,6.75
9673,Backup Release Pre/Post Versions To Disk -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,1,0.75,13,0.75,0.25,0.25
9674,Release Latest CCC Application To CCC,1,46,13,58,FINISHED,PC4,PBC8,Development,Release,2,2,13,2,0,0
9676,Notes control not marking business object as dirty when new notes added,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,2,2,65,2,0,0
9677,Masking not working correctly / set up properly on controls,5,65,65,58,COMPLETED,PC9,PBC11,Development,Bug,2,1,65,1,1,1
9685,Bug Fix - Wrong document Type when saving Quick Risk,3,42,42,58,FINISHED,PC4,PBC28,Development,Bug,1,1.25,42,1.25,-0.25,-0.25
9688,Auto Refresh Search Results Functionality,1,58,54,58,FINISHED,PC9,PBC7,Development,Enhancement,30,26.5,54,26.5,3.5,3.5
9694,Load new test messages on test system and make sure the data is openable,1,58,26,58,FINISHED,PC4,PBC50,Development,Testing,1.5,7.5,24,2.5,-6,NA
9694,Load new test messages on test system and make sure the data is openable,1,58,26,58,FINISHED,PC4,PBC50,Development,Testing,1.5,7.5,26,5,-6,-3.5
9695,Notes control doesn't update upon Currency Manager position changes,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,1.5,1,65,1,0.5,0.5
9696,Creating UW Ref whilst in Full Entry Mode,3,42,42,58,FINISHED,PC4,PBC28,Development,Enhancement,14,8.5,42,8.5,5.5,5.5
9697,Query Search Screen Development,1,58,54,58,FINISHED,PC4,PBC69,Development,Enhancement,28,12.25,58,0.25,15.75,NA
9697,Query Search Screen Development,1,58,54,58,FINISHED,PC4,PBC69,Development,Enhancement,28,12.25,54,12,15.75,16
9700,Message Reference to be available in Business Tables,2,58,26,58,FINISHED,PC4,PBC50,Development,Enhancement,2,2,26,2,0,0
9701,Entry type - both 2 and 3 character versions needed on Payment Expected,1,58,26,58,FINISHED,PC4,PBC50,Development,Enhancement,3,4,26,3.5,-1,-0.5
9701,Entry type - both 2 and 3 character versions needed on Payment Expected,1,58,26,58,FINISHED,PC4,PBC50,Development,Enhancement,3,4,65,0.5,-1,NA
9704,XXXX Version 2.2 Live Manual Claim with incorrect data ClaimRef:00012010199,1,12,26,NA,COMPLETED,PC2,PBC73,Development,Enhancement,2,2,26,1,0,1
9704,XXXX Version 2.2 Live Manual Claim with incorrect data ClaimRef:00012010199,1,12,26,NA,COMPLETED,PC2,PBC73,Development,Enhancement,2,2,24,1,0,NA
9705,Check that XXXX XLsior re-import still works,2,26,26,NA,COMPLETED,PC2,PBC53,Development,Testing,2,1,26,1,1,1
9706,"XXXX Live faill to add manual claim, validation errors remain ",1,29,24,NA,COMPLETED,PC2,PBC42,Development,Bug,3,3,24,3,0,0
9707,Code Check in and Test for release on 23/04/08,3,42,42,58,FINISHED,PC4,PBC28,Development,Release,7,3.5,42,3.5,3.5,3.5
9708,Core Bug - Filtering fault when adding Children with Children,3,42,42,58,COMPLETED,PC9,PBC24,Development,Bug,7,6.8,42,4,0.2,3
9708,Core Bug - Filtering fault when adding Children with Children,3,42,42,58,COMPLETED,PC9,PBC24,Development,Bug,7,6.8,58,2.8,0.2,NA
9712,Comparator sometimes shows wrong procedure,2,26,26,NA,COMPLETED,PC8,PBC40,Development,Bug,3.5,2.5,26,2.5,1,1
9713,Attempt to set a column to IDENTITY fails (syntax error),3,26,58,NA,FINISHED,PC8,PBC40,Development,Bug,2,2,26,2,0,NA
9718,Code Check In and Test for release on 23/04/08,1,65,65,58,FINISHED,PC4,PBC33,Development,Release,7,47.75,13,30.25,-40.75,NA
9718,Code Check In and Test for release on 23/04/08,1,65,65,58,FINISHED,PC4,PBC33,Development,Release,7,47.75,58,11,-40.75,NA
9718,Code Check In and Test for release on 23/04/08,1,65,65,58,FINISHED,PC4,PBC33,Development,Release,7,47.75,65,6.5,-40.75,0.5
9722,SQL 2005 Install for CCC at CCC,2,65,42,58,FINISHED,PC4,PBC8,Development,Release,2.5,2.5,42,2.5,0,0
9729,Investigating Workflow / SLA Monitoring Options,1,58,58,58,FINISHED,PC4,PBC33,Development,Enhancement,28,31,54,18.5,-3,NA
9729,Investigating Workflow / SLA Monitoring Options,1,58,58,58,FINISHED,PC4,PBC33,Development,Enhancement,28,31,58,12.5,-3,15.5
9732,Release SCMS Application To Live -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,1.75,13,1.75,5.25,5.25
9733,Release SCMS Warehouse To Live -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,0.25,13,0.25,6.75,6.75
9734,Backup Release Pre/Post Versions To Disk -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,1,0.5,13,0.5,0.5,0.5
9735,Respond To YYY ZZZ Messaging Sub-System Issues,1,36,58,58,FINISHED,PC4,PBC69,Development,Enhancement,7,14,58,7,-7,0
9735,Respond To YYY ZZZ Messaging Sub-System Issues,1,36,58,58,FINISHED,PC4,PBC69,Development,Enhancement,7,14,24,7,-7,NA
9737,Hide negative Primary Key ID values in TextBox,5,65,65,58,COMPLETED,PC9,PBC11,Development,Enhancement,2.5,2.5,65,2.5,0,0
9739,SiP Corporate Claim Form - Stage 2,3,58,26,58,FINISHED,PC4,PBC37,Development,Enhancement,37,85,26,85,-48,-48
9740,DSIGN and WSETT Super Searches not showing message ref,1,36,26,58,FINISHED,PC4,PBC50,Development,Enhancement,1,0.5,26,0.5,0.5,0.5
9741,Claim B9998301541 has 4 rows in LIMCLM Super Search but only 2 in Claim Search,2,26,26,58,FINISHED,PC4,PBC37,Development,Bug,7.5,7.5,26,7.5,0,0
9743,Error opening hybrid forms when accidentally clicking more than twice to open,2,24,58,58,FINISHED,PC9,PBC11,Development,Bug,1,0.75,58,0.75,0.25,0.25
9748,CCC System Testing,2,58,24,58,FINISHED,PC4,PBC50,Development,Testing,21,17,58,6,4,NA
9748,CCC System Testing,2,58,24,58,FINISHED,PC4,PBC50,Development,Testing,21,17,13,5.5,4,NA
9748,CCC System Testing,2,58,24,58,FINISHED,PC4,PBC50,Development,Testing,21,17,24,5.5,4,15.5
9749,CCC Live Release - Technical Core - 30th April 2008,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,3.5,7.25,13,5,-3.75,-1.5
9749,CCC Live Release - Technical Core - 30th April 2008,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,3.5,7.25,54,2.25,-3.75,NA
9750,CCC Live Release - SCMS - 30th April 2008,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,3.5,7.75,13,5.5,-4.25,-2
9750,CCC Live Release - SCMS - 30th April 2008,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,3.5,7.75,54,2.25,-4.25,NA
9755,CCC Release - Minor Bug Fix Release,1,58,13,58,FINISHED,PC4,PBC8,Development,Release,0.5,0.5,13,0.5,0,0
9758,Fixing any outstanding issues in Accounting and preparing for May 1st Release,5,65,65,58,FINISHED,PC4,PBC69,Development,Release,7,7,65,7,0,0
9760,CCC - LimClm Super Search Bug,1,24,13,58,FINISHED,PC4,PBC8,Development,Bug,0.5,0.33,13,0.33,0.17,0.17
9761,UWR Corrections Screen - Requires Modification For Corporate Corrections,4,58,54,58,FINISHED,PC4,PBC50,Development,Enhancement,7,5.5,54,5.5,1.5,1.5
9763,CCC - Document Screen Missing Close Button Image,1,13,13,58,FINISHED,PC4,PBC8,Development,Bug,0.5,0.33,13,0.33,0.17,0.17
9765,Improve query data entry functionality,5,65,65,58,FINISHED,PC4,PBC69,Development,Enhancement,7,9.25,65,9.25,-2.25,-2.25
9766,CCC Release - Claim SystemUpdates And Minor Bug Fix Release,1,13,13,58,FINISHED,PC4,PBC37,Development,Release,5,20,13,10.75,-15,-5.75
9766,CCC Release - Claim SystemUpdates And Minor Bug Fix Release,1,13,13,58,FINISHED,PC4,PBC37,Development,Release,5,20,65,6,-15,NA
9766,CCC Release - Claim SystemUpdates And Minor Bug Fix Release,1,13,13,58,FINISHED,PC4,PBC37,Development,Release,5,20,54,1.5,-15,NA
9766,CCC Release - Claim SystemUpdates And Minor Bug Fix Release,1,13,13,58,FINISHED,PC4,PBC37,Development,Release,5,20,58,1.75,-15,NA
9772,Risk Broker Account Name refresh bug,3,58,42,58,FINISHED,PC4,PBC28,Development,Bug,2,1.75,42,1.75,0.25,0.25
9773,Add Query sub system to Risk,3,58,42,58,FINISHED,PC4,PBC28,Development,Enhancement,7,13.5,42,12,-6.5,-5
9773,Add Query sub system to Risk,3,58,42,58,FINISHED,PC4,PBC28,Development,Enhancement,7,13.5,65,1.5,-6.5,NA
9774,CCC Live Clean-Up/Loader Setup,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,7,10.25,13,10.25,-3.25,-3.25
9779,CCC Test Release Bug Fixes,1,13,13,58,FINISHED,PC4,PBC8,Development,Bug,14,12.15,13,6.25,1.85,7.75
9779,CCC Test Release Bug Fixes,1,13,13,58,FINISHED,PC4,PBC8,Development,Bug,14,12.15,42,1.5,1.85,NA
9779,CCC Test Release Bug Fixes,1,13,13,58,FINISHED,PC4,PBC8,Development,Bug,14,12.15,58,4.4,1.85,NA
9783,Risk Screen to include CCC Controller Contact Name field,3,66,42,58,FINISHED,PC4,PBC28,Development,Enhancement,1,1.5,42,1.5,-0.5,-0.5
9787,New CCC System Users Setup,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,1,1.75,13,1.75,-0.75,-0.75
9788,XXXX YYY ZZZ Period Close - Claim Data Tidy Up Exercise on Problem Claims With Multiple Currencies,1,29,24,NA,COMPLETED,PC2,PBC42,Development,Bug,5,4.5,24,4.5,0.5,0.5
9792,Adding Section Cancellation Codes to Meta Tables,3,66,42,58,FINISHED,PC4,PBC28,Development,Enhancement,1,1,42,1,0,0
9798,CCC System Reports Setup,1,13,13,58,FINISHED,PC4,PBC8,Development,Enhancement,7,9.5,13,8.5,-2.5,-1.5
9798,CCC System Reports Setup,1,13,13,58,FINISHED,PC4,PBC8,Development,Enhancement,7,9.5,24,1,-2.5,NA
9799,Sync CCC Test To CCC Live,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,0.5,0.5,13,0.5,0,0
9800,CCC Release - 2.2.3054.28762,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,3,7.16,13,2,-4.16,1
9800,CCC Release - 2.2.3054.28762,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,3,7.16,42,1.66,-4.16,NA
9800,CCC Release - 2.2.3054.28762,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,3,7.16,58,3.5,-4.16,NA
9801,Risk Status Management,3,42,42,58,FINISHED,PC4,PBC28,Development,Enhancement,5,5.5,42,5.5,-0.5,-0.5
9804,Closing / Cash Contra & Replace Functionality,5,3,65,58,FINISHED,PC4,PBC69,Development,Enhancement,50,27.5,54,8.5,22.5,NA
9804,Closing / Cash Contra & Replace Functionality,5,3,65,58,FINISHED,PC4,PBC69,Development,Enhancement,50,27.5,65,19,22.5,31
9807,CCC System - Super Search Permission Bugs,1,13,13,58,FINISHED,PC4,PBC8,Development,Bug,1,1,13,1,0,0
9808,Add Re-Linking of Queries Functionality To Relevent Objects,5,65,65,58,FINISHED,PC4,PBC69,Development,Enhancement,7,6,65,6,1,1
9813,CCC Application Logo Update,1,42,13,58,FINISHED,PC4,PBC8,Development,Bug,0.75,0.75,13,0.75,0,0
9815,Sync CCC_Test To CCC_Live/CCC_Dev,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,1,1.25,13,1.25,-0.25,-0.25
9817,XXXX Invalid claim references in SCM_SyndicateAdjustment i.e. '000102735' was '102735',1,24,24,NA,FINISHED,PC2,PBC53,Development,Bug,2,2,24,2,0,0
9819,Notes control not working with grid deletes,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,7,1.75,65,1.75,5.25,5.25
9820,Field accesses not getting refreshed properly on DSIGN/WSETT screens,5,65,65,58,COMPLETED,PC9,PBC11,Development,Bug,1,1,65,1,0,0
9823,Implement Auto Search Capability on First Log On,4,3,58,58,FINISHED,PC9,PBC7,Development,Enhancement,2,5.5,58,2,-3.5,0
9823,Implement Auto Search Capability on First Log On,4,3,58,58,FINISHED,PC9,PBC7,Development,Enhancement,2,5.5,54,3.5,-3.5,NA
9824,Messaging Validation Enhancements and Bug Fixes,1,36,58,58,FINISHED,PC4,PBC50,Development,Bug,3.5,4.24,58,4.24,-0.74,-0.74
9826,CCC Specific Batch Job Log Report Setup And Release,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,2,1.75,13,1.75,0.25,0.25
9828,Add 2 reference data tables to SCMS Reference Tab,3,38,42,58,FINISHED,PC4,PBC28,Development,Enhancement,0.5,0.5,42,0.5,0,0
9830,Auto search event was not disposing,3,58,54,58,FINISHED,PC9,PBC7,Development,Bug,1,0.55,54,0.55,0.45,0.45
9831,Daily Validation Screen Bug - Recording User Updated By / On Data When Nothing Has Changed,2,24,54,58,FINISHED,PC4,PBC69,Development,Bug,1,0.6,54,0.6,0.4,0.4
9832,New CCC User Setup,1,13,13,58,FINISHED,PC4,PBC55,Development,Release,0.5,0.5,13,0.5,0,0
9833,CCC Claim Developments Check-In And Testing,1,26,26,58,COMPLETED,PC4,PBC8,Development,Enhancement,7,14.75,13,6.25,-7.75,NA
9833,CCC Claim Developments Check-In And Testing,1,26,26,58,COMPLETED,PC4,PBC8,Development,Enhancement,7,14.75,26,8.5,-7.75,-1.5
9834,CCC Test Release - Minor Updates,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,0.5,0.5,13,0.5,0,0
9837,Login bug on CCC website.,1,43,43,NA,FINISHED,PC14,PBC22,Development,Bug,1,3,43,3,-2,-2
9838,Improve behaviour of Notes Control,5,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,3,3.5,65,3.5,-0.5,-0.5
9844,CCC System Release - 2.2.3058.29421,1,58,13,58,FINISHED,PC4,PBC8,Development,Release,7,13.75,13,8.25,-6.75,-1.25
9844,CCC System Release - 2.2.3058.29421,1,58,13,58,FINISHED,PC4,PBC8,Development,Release,7,13.75,58,5.5,-6.75,NA
9845,Include IsQueried Flag on the Cred-IT Extract,4,66,58,58,FINISHED,PC4,PBC69,Development,Enhancement,1,0.75,58,0.75,0.25,0.25
9846,Future Instalments Not Appearing On The Cred-IT Extract,1,66,58,58,FINISHED,PC4,PBC69,Development,Bug,3.5,1.25,58,1.25,2.25,2.25
9847,Populate Cred-IT Assured Field With 'Main' Risk Name,1,66,58,58,FINISHED,PC4,PBC69,Development,Enhancement,0.1,0.1,58,0.1,0,0
9848,Cred-IT Include DSIGN/WSETT Payment Date To Allow Quick Viewing Of Why Items Fail To Match To Payment Schedule,1,58,58,58,FINISHED,PC4,PBC69,Development,Enhancement,0.5,0.5,58,0.5,0,0
9849,Cred-IT Extract - Modify Column Titles To Include Source of Data,1,66,58,58,FINISHED,PC4,PBC69,Development,Enhancement,0.1,0.1,58,0.1,0,0
9850,Search Queries Form - Cash/Closing Indicator Titles Need Swapping,3,58,54,58,FINISHED,PC4,PBC8,Development,Bug,1,0.65,54,0.65,0.35,0.35
9851,Dsign Processed By / Date Fields not 'fixed',1,36,58,58,FINISHED,PC4,PBC50,Development,Enhancement,2,2.44,58,1.54,-0.44,0.46
9851,Dsign Processed By / Date Fields not 'fixed',1,36,58,58,FINISHED,PC4,PBC50,Development,Enhancement,2,2.44,65,0.9,-0.44,NA
9852,Add UW Reference to Payment Validation,2,36,58,58,FINISHED,PC4,PBC50,Development,Enhancement,1,1,58,1,0,0
9854,Daily validation - RI,3,58,54,13,FINISHED,PC2,PBC13,Development,Enhancement,14,2.85,54,2.85,11.15,11.15
9855,Add Underwriting Reference lookup/check and Open Risk user action to Claim,2,58,26,58,FINISHED,PC4,PBC37,Development,Enhancement,7.5,7.5,26,7.5,0,0
9856,Claim: cannot set OrigCCY to be different to SettCCY,2,13,26,58,FINISHED,PC4,PBC37,Development,Bug,3,1.5,26,1.5,1.5,1.5
9857,Incorrect icon shown when user cancels auto refresh dialog,3,42,54,58,FINISHED,PC4,PBC8,Development,Bug,1,1,54,1,0,0
9858,System Testing for Release on 19th May 2008,3,13,42,58,FINISHED,PC4,PBC28,Development,Testing,7,4.5,42,4.5,2.5,2.5
9859,Broker Contact Names not refreshing combo after Broker Code changed,3,42,42,58,FINISHED,PC4,PBC28,Development,Bug,1.5,1.5,42,1.5,0,0
9861,Query System Search - Search Two Fields At Once - 'OR' Processing,1,3,58,58,FINISHED,PC4,PBC69,Development,Enhancement,0.75,0.75,58,0.75,0,0
9864,Query Search Screen - Raised By Column is Empty,1,3,65,58,FINISHED,PC4,PBC69,Development,Bug,0.1,0.1,65,0.1,0,0
9867,CCC System Release - 2.2.3058.29421 From Test To Live,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,3,3,13,3,0,0
9868,Hybrid form advance tab page does not disable when business object opens,3,24,54,58,FINISHED,PC4,PBC8,Development,Bug,2,2,54,2,0,0
9869,Retesting checked in code,2,54,54,58,FINISHED,PC4,PBC8,Development,Testing,7,4,54,4,3,3
9870,CCC System Hot Fix Release - 2.2.3061.28561,1,58,13,58,FINISHED,PC4,PBC8,Development,Release,1.5,1.5,13,1.5,0,0
9872,CCC System Release 2.2.3058.29421 Test To Dev Copy/Restore,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,1,1.25,13,1.25,-0.25,-0.25
9873,CCC System Release - 2.2.3070.28725,1,58,13,58,FINISHED,PC4,PBC8,Development,Release,12,15.25,13,8.25,-3.25,3.75
9873,CCC System Release - 2.2.3070.28725,1,58,13,58,FINISHED,PC4,PBC8,Development,Release,12,15.25,26,2,-3.25,NA
9873,CCC System Release - 2.2.3070.28725,1,58,13,58,FINISHED,PC4,PBC8,Development,Release,12,15.25,54,2,-3.25,NA
9873,CCC System Release - 2.2.3070.28725,1,58,13,58,FINISHED,PC4,PBC8,Development,Release,12,15.25,58,1.5,-3.25,NA
9873,CCC System Release - 2.2.3070.28725,1,58,13,58,FINISHED,PC4,PBC8,Development,Release,12,15.25,65,1.5,-3.25,NA
9874,CCC System Testing - 2.2.3070.28725,1,58,13,58,FINISHED,PC4,PBC8,Development,Testing,30,26.35,65,3.5,3.65,NA
9874,CCC System Testing - 2.2.3070.28725,1,58,13,58,FINISHED,PC4,PBC8,Development,Testing,30,26.35,13,15.25,3.65,14.75
9874,CCC System Testing - 2.2.3070.28725,1,58,13,58,FINISHED,PC4,PBC8,Development,Testing,30,26.35,42,3,3.65,NA
9874,CCC System Testing - 2.2.3070.28725,1,58,13,58,FINISHED,PC4,PBC8,Development,Testing,30,26.35,54,3,3.65,NA
9874,CCC System Testing - 2.2.3070.28725,1,58,13,58,FINISHED,PC4,PBC8,Development,Testing,30,26.35,58,1.6,3.65,NA
9875,"Improve Underwriting Reference processing on Claim, Cash and Closing Screens",5,65,65,58,FINISHED,PC4,PBC69,Development,Enhancement,7,11.5,65,6.5,-4.5,0.5
9875,"Improve Underwriting Reference processing on Claim, Cash and Closing Screens",5,65,65,58,FINISHED,PC4,PBC69,Development,Enhancement,7,11.5,26,5,-4.5,NA
9876,Refreshing Broker Details when Broker Code changes,3,42,42,NA,COMPLETED,PC2,PBC21,Development,Bug,2,2,42,2,0,0
9880,Cleaned up the RISK_Reference SP and how it's generated,3,42,42,NA,COMPLETED,PC2,PBC21,Development,Enhancement,2,2,42,2,0,0
9881,Check-In CCC Code For YYY ZZZ and YYY ZZZ,1,13,13,58,FINISHED,PC4,PBC8,Development,Release,1.5,1.5,13,1.5,0,0
9882,CCC System Live Database Setup And Rollout To All Users,1,58,13,58,FINISHED,PC4,PBC8,Development,Release,5,5,13,5,0,0
